en,fr,it,de,es,ko,kana
The opposing [VAR PKNICK(0000)] cannot be afflicted!,Le [VAR PKNICK(0000)] ennemi ne peut pas être affecté !,[VAR PKNICK(0000)] nemico non può essere afflitto da problemi di stato!,[VAR PKNICK(0000)] (Gegner) kann nicht beeinträchtigt werden!,¡El [VAR PKNICK(0000)] enemigo no puede ser afectado!,상대 [VAR PKNICK(0000)]에게는 상태 이상을 걸 수 없다!,あいての　[VAR PKNICK(0000)]に　じょうたいいじょうを　あたえられない！
,,,,,,
[VAR PKNICK(0000)] absorbed the stat change!,[VAR PKNICK(0000)] absorbe le changement de stats !,[VAR PKNICK(0000)] absorbed the stat change!,[VAR PKNICK(0000)] absorbed the stat change!,[VAR PKNICK(0000)] absorbed the stat change!,[VAR PKNICK(0000)] absorbed the stat change!,[VAR PKNICK(0000)] absorbed the stat change!
The wild [VAR PKNICK(0000)] absorbed the stat change!,Le [VAR PKNICK(0000)] sauvage absorbe le changement de stats !,The wild [VAR PKNICK(0000)] absorbed the stat change!,The wild [VAR PKNICK(0000)] absorbed the stat change!,The wild [VAR PKNICK(0000)] absorbed the stat change!,The wild [VAR PKNICK(0000)] absorbed the stat change!,The wild [VAR PKNICK(0000)] absorbed the stat change!
The opposing [VAR PKNICK(0000)] absorbed the stat change!,Le [VAR PKNICK(0000)] ennemi absorbe le changement de stats !,The opposing [VAR PKNICK(0000)] absorbed the stat change!,The opposing [VAR PKNICK(0000)] absorbed the stat change!,The opposing [VAR PKNICK(0000)] absorbed the stat change!,The opposing [VAR PKNICK(0000)] absorbed the stat change!,The opposing [VAR PKNICK(0000)] absorbed the stat change!
,,,,,,
[VAR PKNICK(0000)] is about to unleash its fury!,[VAR PKNICK(0000)] est sur le point de se déchaîner !,[VAR PKNICK(0000)] is about to unleash its fury!,[VAR PKNICK(0000)] is about to unleash its fury!,[VAR PKNICK(0000)] is about to unleash its fury!,[VAR PKNICK(0000)] is about to unleash its fury!,[VAR PKNICK(0000)] is about to unleash its fury!
The wild [VAR PKNICK(0000)] is about to unleash its fury!,Le [VAR PKNICK(0000)] sauvage est sur le point de se déchaîner !,The wild [VAR PKNICK(0000)] is about to unleash its fury!,The wild [VAR PKNICK(0000)] is about to unleash its fury!,The wild [VAR PKNICK(0000)] is about to unleash its fury!,The wild [VAR PKNICK(0000)] is about to unleash its fury!,The wild [VAR PKNICK(0000)] is about to unleash its fury!
The opposing [VAR PKNICK(0000)] is about to unleash its fury!,Le [VAR PKNICK(0000)] ennemi est sur le point de se déchaîner !,The opposing [VAR PKNICK(0000)] is about to unleash its fury!,The opposing [VAR PKNICK(0000)] is about to unleash its fury!,The opposing [VAR PKNICK(0000)] is about to unleash its fury!,The opposing [VAR PKNICK(0000)] is about to unleash its fury!,The opposing [VAR PKNICK(0000)] is about to unleash its fury!
,,,,,,
[VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!,[VAR PKNICK(0000)] se déchaîne ! Ses attaques gagnent en priorité !,[VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!,[VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!,[VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!,[VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!,[VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!
The wild [VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!,Le [VAR PKNICK(0000)] sauvage se déchaîne ! Ses attaques gagnent en priorité !,The wild [VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!,The wild [VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!,The wild [VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!,The wild [VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!,The wild [VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!
The opposing [VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!,Le [VAR PKNICK(0000)] ennemi se déchaîne ! Ses attaques gagnent en priorité !,The opposing [VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!,The opposing [VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!,The opposing [VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!,The opposing [VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!,The opposing [VAR PKNICK(0000)] unleashed its fury! Its attacks gain priority!
,,,,,,
[VAR PKNICK(0000)] absorbed the fallen's vital energy!,[VAR PKNICK(0000)] absorbe l'énergie vitale du vaincu !,[VAR PKNICK(0000)] absorbed the fallen's vital energy!,[VAR PKNICK(0000)] absorbed the fallen's vital energy!,[VAR PKNICK(0000)] absorbed the fallen's vital energy!,[VAR PKNICK(0000)] absorbed the fallen's vital energy!,[VAR PKNICK(0000)] absorbed the fallen's vital energy!
The wild [VAR PKNICK(0000)] absorbed the fallen's vital energy!,Le [VAR PKNICK(0000)] sauvage absorbe l'énergie vitale du vaincu !,The wild [VAR PKNICK(0000)] absorbed the fallen's vital energy!,The wild [VAR PKNICK(0000)] absorbed the fallen's vital energy!,The wild [VAR PKNICK(0000)] absorbed the fallen's vital energy!,The wild [VAR PKNICK(0000)] absorbed the fallen's vital energy!,The wild [VAR PKNICK(0000)] absorbed the fallen's vital energy!
The opposing [VAR PKNICK(0000)] absorbed the fallen's vital energy!,Le [VAR PKNICK(0000)] ennemi absorbe l'énergie vitale du vaincu !,The opposing [VAR PKNICK(0000)] absorbed the fallen's vital energy!,The opposing [VAR PKNICK(0000)] absorbed the fallen's vital energy!,The opposing [VAR PKNICK(0000)] absorbed the fallen's vital energy!,The opposing [VAR PKNICK(0000)] absorbed the fallen's vital energy!,The opposing [VAR PKNICK(0000)] absorbed the fallen's vital energy!
,,,,,,
[VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!,[VAR PKNICK(0000)] s'adapte et résiste mieux aux attaques de type [TYPE] !,[VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!,[VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!,[VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!,[VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!,[VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!
The wild [VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!,Le [VAR PKNICK(0000)] sauvage s'adapte et résiste mieux aux attaques de type [TYPE] !,The wild [VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!,The wild [VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!,The wild [VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!,The wild [VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!,The wild [VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!
The opposing [VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!,Le [VAR PKNICK(0000)] ennemi s'adapte et résiste mieux aux attaques de type [TYPE] !,The opposing [VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!,The opposing [VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!,The opposing [VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!,The opposing [VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!,The opposing [VAR PKNICK(0000)] adapts and better resists [TYPE]-type moves!
,,,,,,
[VAR PKNICK(0000)]'s Aura flared to life!,L'aura de [VAR PKNICK(0000)] s'embrase !,L'aura di [VAR PKNICK(0000)] si è accesa!,Die Aura von [VAR PKNICK(0000)] flammte auf!,¡El aura de [VAR PKNICK(0000)] se ha encendido!,[VAR PKNICK(0000)]의 오라가 타올랐다!,[VAR PKNICK(0000)]の　オーラが　もえあがった！
The wild [VAR PKNICK(0000)]'s Aura flared to life!,L'aura du [VAR PKNICK(0000)] sauvage s'embrase !,L'aura di [VAR PKNICK(0000)] selvatico si è accesa!,Die Aura von [VAR PKNICK(0000)] (Wild) flammte auf!,¡El aura del [VAR PKNICK(0000)] salvaje se ha encendido!,야생 [VAR PKNICK(0000)]의 오라가 타올랐다!,やせいの　[VAR PKNICK(0000)]の　オーラが　もえあがった！
The opposing [VAR PKNICK(0000)]'s Aura flared to life!,L'aura du [VAR PKNICK(0000)] ennemi s'embrase !,L'aura di [VAR PKNICK(0000)] nemico si è accesa!,Die Aura von [VAR PKNICK(0000)] (Gegner) flammte auf!,¡El aura del [VAR PKNICK(0000)] enemigo se ha encendido!,상대 [VAR PKNICK(0000)]의 오라가 타올랐다!,あいての　[VAR PKNICK(0000)]の　オーラが　もえあがった！
