en,fr,it,de,es,ko,kana
"Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).","L’odorat d’Aspicot est extrêmement développé. Il lui suffit de renifler ses feuilles préférées avec son gros appendice nasal pour les reconnaître entre mille.","Weedle ha un senso dell’olfatto estremamente sviluppato. Riesce a distinguere le sue foglie preferite da quelle che lo disgustano semplicemente annusandole con il grande naso rosso.","Hornliu verfügt über einen ausgezeichneten Geruchssinn. So kann es seine Lieblingsblätter von denen unterscheiden, die es nicht mag, indem es mit seiner großen roten Nase daran schnuppert.","Weedle tiene un finísimo sentido del olfato. Es capaz de distinguir las hojas que le gustan de las que no le gustan olisqueando un poco con la gran nariz que tiene.","굉장히 예민한 후각을 지니고 있다. 좋아하는 잎사귀인지 싫어하는 잎사귀인지 크고 빨간 코로 냄새 맡아 구별한다.","とても　するどい　きゅうかくを　もっている。 こうぶつの　はっぱか　きらいな　はっぱか おおきな　あかい　はなで　かぎわける。"
"Kakuna remains virtually immobile as it clings to a tree. However, on the inside, it is extremely busy as it prepares for its coming evolution. This is evident from how hot the shell becomes to the touch.","Coconfort est la plupart du temps immobile et reste accroché à un arbre. Cependant, intérieurement, il est très actif, car il se prépare pour sa prochaine évolution. En touchant sa carapace, on peut sentir sa chaleur.","Kakuna rimane praticamente immobile abbarbicato agli alberi. Tuttavia, internamente è intento a preparare la sua futura evoluzione. Lo si può capire dall’intensità del calore sviluppato dal guscio.","Kokuna bewegt sich kaum, wenn es an einem Baum haftet. In seinem Inneren jedoch regt sich einiges, da es sich auf seine bevorstehende Entwicklung vorbereitet. Dabei wird seine Schale sehr heiß.","Kakuna permanece prácticamente inmóvil al encaramarse a los árboles, aunque la actividad interna de su organismo tiene un ritmo frenético, pues se prepara para su evolución. Prueba de esto es la alta temperatura de su caparazón.","거의 움직이지 않고 나무에 매달려 있지만 내부는 진화 준비로 굉장히 바쁜 상태다. 그 증거로 몸이 뜨거워져 있다.","ほとんど　うごかず　きに　つかまっているが なかでは　しんかの　じゅんびで　おおいそがし。 その　しょうこに　からだが　あつくなっているぞ。"
"Beedrill is extremely territorial. No one should ever approach its nest—this is for their own safety. If angered, they will attack in a furious swarm.","Dardargnan est extrêmement possessif. Il vaut mieux ne pas toucher son nid si on veut éviter d’avoir des ennuis. Lorsqu’ils sont en colère, ces Pokémon attaquent en masse.","Beedrill difende strenuamente il proprio territorio. Per ragioni di sicurezza nessuno può avvicinarsi al suo nido. Se vengono disturbati, questi Pokémon attaccano violentemente in sciami.","Bibor sind sehr wehrhaft. Es sollte sich besser niemand ihrem Nest nähern. Wenn man sie ärgert, greifen sie in Schwärmen an.","Los Beedrill defienden su territorio a toda costa. No es conveniente acercarse a su colmena, por seguridad. Si se les molesta, todo un enjambre atacará ferozmente.","영역에 대한 집착이 매우 강해서 독침붕이 사는 곳에는 가까이 가지 않는 것이 신상에 좋다. 화나면 집단으로 습격해 온다.","なわばりいしきが　とても　つよいので　スピアーの すみかには　ちかづかない　ほうが　みの　ためだ。 おこると　しゅうだんで　おそって　くるぞ。"
"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","Roucool a un excellent sens de l’orientation. Il est capable de retrouver son nid sans jamais se tromper, même s’il est très loin de chez lui et dans un environnement qu’il ne connaît pas.","Pidgey ha un senso dell’orientamento molto sviluppato. È sempre in grado di ritornare al suo nido, anche quando si spinge molto lontano dal suo ambiente abituale.","Taubsi verfügt über einen sehr geschulten Orientierungssinn. Es kehrt zielsicher zu seinem Nest zurück, egal, wie weit es sich von seiner gewohnten Umgebung entfernt hat.","Pidgey tiene un sentido de la orientación muy desarrollado. Es capaz de regresar a su nido, por lejos que se encuentre de las zonas que le resultan familiares.","방향 감각이 매우 뛰어나서 아무리 멀리 떨어진 곳에서도 헤매지 않고 자신의 둥지까지 찾아 돌아올 수 있다.","ほうこう　かんかくに　とても　すぐれているので どんなに　はなれた　ばしょからでも　まよわずに じぶんの　す　まで　かえる　ことが　できる。"
"Pidgeotto claims a large area as its own territory. This Pokémon flies around, patrolling its living space. If its territory is violated, it shows no mercy in thoroughly punishing the foe with its sharp claws.","Roucoups utilise une vaste surface pour son territoire. Ce Pokémon surveille régulièrement son espace aérien. Si quelqu’un pénètre sur son territoire, il corrige l’ennemi sans pitié d’un coup de ses terribles serres.","Pidgeotto delimita come proprio un territorio immenso, che difende controllandolo costantemente. Se tale territorio viene invaso, questo Pokémon non ha pietà nel punire i nemici con i suoi artigli affilati.","Tauboga nennt ein großes Gebiet sein Eigen. Es fliegt umher und kontrolliert seinen Lebensraum. Wenn jemand sein Gebiet betritt, zeigt es keine Gnade und greift seine Gegner mit seinen scharfen Krallen an.","Pidgeotto se apodera de una zona muy vasta como su territorio y la sobrevuela para controlarla. Si alguien invade su espacio vital, no tendrá ningún reparo en castigarlo con sus afiladas garras.","넓은 영역을 날며 순찰한다. 영역을 침범하는 상대는 용서하지 않는다. 날카로운 발톱으로 철저히 혼내준다.","ひろい　なわばりを　とんで　みまわりを　する。 なわばりを　あらす　あいては　ようしゃ　しない。 するどい　ツメで　てっていてきに　こらしめるぞ。"
"This Pokémon has a dazzling plumage of beautifully glossy feathers. Many Trainers are captivated by the striking beauty of the feathers on its head, compelling them to choose Pidgeot as their Pokémon.","Ce Pokémon est doté d’un plumage magnifique et luisant. Bien des Dresseurs sont captivés par la beauté fatale de sa huppe et décident de choisir Roucarnage comme leur Pokémon favori.","Questo Pokémon è caratterizzato da uno stupendo piumaggio dai colori vivaci e brillanti. Molti Allenatori sono colpiti dall’evidente bellezza delle piume sulla testa. Per questo spesso scelgono Pidgeot come loro Pokémon.","Dieses Pokémon hat ein wunderschönes, glänzendes Gefieder. Viele Trainer sind von der auffälligen Schönheit seines Federkleids begeistert, sodass sie Tauboss als ihr Pokémon wählen.","El plumaje de este Pokémon es bonito e hipnótico. Muchos Entrenadores se quedan embobados ante la belleza impactante de las plumas que tiene en la cabeza; lo que les lleva a elegir a Pidgeot como su Pokémon.","아름답게 윤이 나는 깃털을 가진 포켓몬이다. 머리 깃털의 아름다움에 마음을 빼앗겨 피죤투를 기르는 트레이너도 많다.","うつくしい　こうたくの　はねを　もつ　ポケモン。 あたまの　はねの　うつくしさに　こころ　うばわれ ピジョットを　そだてる　トレーナーも　おおい。"
"Its incisors grow continuously throughout its life. If its incisors get too long, this Pokémon becomes unable to eat, and it starves to death.","Ses incisives poussent tout au long de sa vie. Si elles dépassent une certaine longueur, il ne peut plus s’alimenter et meurt de faim.","I suoi incisivi continuano a crescere per tutta la vita. Se si allungano troppo, non riesce più a nutrirsi e muore di fame.","Seine Nagezähne wachsen sein ganzes Leben über. Werden sie allzu lang, kann es damit nicht mehr fressen und verhungert.","Sus incisivos crecen durante toda su vida. Si aumentan demasiado de tamaño, no puede alimentarse y muere de inanición.","평생 앞니가 계속 자란다. 너무 많이 자라면 먹이를 먹을 수 없어 굶어 죽는다.","いっしょう　まえばが　のびつづける。 あまりに　のびすぎると　エサが たべられなくなって　がし　する。"
"People say that it fled from its enemies by using its small webbed hind feet to swim from island to island in Alola.","Les petites palmes de ses pattes postérieures lui permettraient de se rendre d’île en île à la nage afin d’échapper à ses prédateurs.","Si dice che sia sfuggito ai nemici nuotando da un’isola all’altra grazie alle minuscole membrane tra le dita delle zampe posteriori.","Auf der Flucht vor seinen Feinden nutzt es die Schwimmhäute an seinen Hinterläufen, um von Insel zu Insel zu schwimmen.","Las pequeñas membranas que tiene en las patas traseras le permiten nadar entre las islas de Alola y escapar así de sus depredadores.","뒷발의 작의 물갈퀴로 바다를 헤엄쳐 섬을 건너 적을 피해 도망쳤다고 한다.","うしろあしの　ちいさい　みずかきで うみを　およいで　しまを　わたり てきから　にげていた　という。"
"Its reckless nature leads it to stand up to others—even large Pokémon—if it has to protect its territory.","Un Pokémon téméraire qui n’hésite pas à affronter des Pokémon plus gros que lui pour protéger son territoire.","Temerario di natura, per difendere il proprio territorio non esita a lanciarsi anche contro avversari più grandi di lui.","Wenn es um die Verteidigung seines Reviers geht, schreckt das draufgängerische Habitak selbst vor großen Pokémon nicht zurück.","Su temperamento temerario hace que no dude en enfrentarse a rivales mucho más grandes a la hora de defender su territorio.","자신의 영역을 지키기 위해서라면 상대가 큰 포켓몬이라도 덤벼드는 무모한 성질을 가졌다.","じぶんのテリトリーを　まもるためなら おおきな　ポケモンが　あいてでも むかっていく　むこうみずな　せいしつ。"
"Carrying food through Fearow’s territory is dangerous. It will snatch the food away from you in a flash!","Si vous vous promenez sur le territoire d’un Rapasdepic en transportant de la nourriture, vous risquez de vite la voir s’envoler !","Chi attraversa il suo territorio portando con sé del cibo corre il rischio di vederselo strappare via in men che non si dica.","Wer Essbares dabeihat, sollte sich nicht in Ibitaks Revier begeben, da sonst ein Überfall aus heiterem Himmel droht.","Es peligroso pasear con comida por su territorio, ya que supone exponerse a que en cualquier momento se abalance para robarla.","깨비드릴조 영역에서 음식을 갖고 다니는 것은 위험하다. 순식간에 빼앗긴다.","オニドリルの　なわばりで　たべものを もって　あるくのは　キケンだ。 あっという　まに　かっさらわれるぞ。"
"By dislocating its jaw, it can swallow prey larger than itself. After a meal, it curls up and rests.","Il peut se déboîter la mâchoire pour avaler tout rond des proies plus grosses que lui. Il se replie ensuite sur lui-même pour digérer.","Può sganciare la mandibola per ingoiare intere prede più grosse di lui. Dopo il pasto, si arrotola su se stesso per riposarsi.","Es hängt seinen Kiefer aus und verschlingt so selbst größere Beute am Stück. Danach rollt es sich zusammen und ruht sich aus.","Es capaz de desencajar la mandíbula para engullir presas enteras mayores que él mismo, tras lo cual se enrosca para descansar.","턱을 빼 자신보다 큰 먹이를 통째로 삼킨다. 식후에는 몸을 둥글게 하고 쉰다.","アゴを　はずすことで　じぶんより おおきな　えものも　まるのみにする。 しょくごは　からだを　まるめ　やすむ。"
"The latest research has determined that there are over 20 possible arrangements of the patterns on its stomach.","Une étude récente aurait recensé plus de vingt motifs différents pouvant orner le devant du capuchon des Arbok.","Secondo gli studi più recenti, esistono più di 20 varianti del disegno che ha sul ventre.","Jüngsten Forschungsergebnissen zufolge gibt es mehr als 20 verschiedene Musterungen, die Arboks Bauch aufweisen kann.","Recientes estudios han llegado a identificar hasta una veintena de patrones distintos que puede presentar el motivo de su cuello.","최근 연구에서 배 모양은 20종류 이상의 패턴이 있다고 판명되었다.","さいしんの　けんきゅうで　おなかの もようは　２０しゅるい　いじょうの パターンが　あることが　はんめい。"
"Pikachu that can generate powerful electricity have cheek sacs that are extra soft and super stretchy.","Plus la puissance électrique de Pikachu est élevée, plus les poches de ses joues sont extensibles.","Più potente è l’energia elettrica prodotta dal Pokémon, più le sacche sulle sue guance sono morbide ed elastiche.","Je stärker die Elektrizität ist, die Pikachu produziert, desto weicher und elastischer sind seine Backentaschen.","Cuanto más potente es la energía eléctrica que genera este Pokémon, más suaves y elásticas se vuelven las bolsas de sus mejillas.","만들어 내는 전기가 강력한 피카츄일수록 볼의 주머니가 부드럽고 잘 늘어난다.","つくる　でんきが　きょうりょくな ピカチュウほど　ほっぺの　ふくろは やわらかく　よく　のびるぞ。"
"Its long tail serves as a ground to protect itself from its own high-voltage power.","Sa longue queue agit comme une prise de terre qui l’empêche d’être affecté par le courant à haute tension accumulé dans son corps.","La sua lunga coda serve da messa a terra per proteggerlo dalla sua stessa alta tensione.","Sein langer Schweif dient ihm zur Erdung. So bleibt es von der lähmenden Wirkung von Hochspannung selbst verschont.","Su larga cola le sirve como toma de tierra para protegerse a sí mismo del alto voltaje que genera su cuerpo.","긴 꼬리가 어스가 되어 몸을 지키기 때문에 자신은 고전압에도 마비되지 않는다.","ながい　しっぽが　アースになって みを　まもるため　じぶんじしんは こうでんあつにも　しびれないのだ。"
"It loves to bathe in the grit of dry, sandy areas. By sand bathing, the Pokémon rids itself of dirt and moisture clinging to its body.","Il aime se rouler dans le sable des zones désertiques pour se débarrasser des traces de terre et d’humidité qui lui collent à la peau.","Ama rotolarsi nella sabbia delle zone desertiche, per rimuovere ogni traccia di sporcizia e umidità dal suo corpo.","Es badet sehr gern im trockenen Sand. Dadurch befreit es seinen Körper von Schmutz und Feuchtigkeit.","Le gusta revolcarse por la arena seca para eliminar todo rastro de suciedad y humedad en la piel.","건조한 모래땅에서 모래를 끼얹는 것을 좋아한다. 몸에 붙은 지저분한 것들을 떨어뜨리고 물기를 없애는 것이다.","かんそうした　すなちで　すなあびを するのが　すき。　からだに　ついた よごれと　みずけを　おとすのだ。"
"The drier the area Sandslash lives in, the harder and smoother the Pokémon’s spikes will feel when touched.","Plus son habitat est sec, plus ses épines dorsales deviennent dures et lisses.","Più secco è il territorio dove Sandslash vive, più i suoi aculei dorsali diventano lisci e duri.","Je trockener das Gebiet ist, in dem Sandamer lebt, desto härter und glatter fühlen sich die Stacheln an seinem Rücken an.","Cuanto más seco es el terreno en el que habita, más duras y lisas se vuelven las púas que le recubren la espalda.","습도가 낮은 땅에서 사는 고지일수록 등에 난 가시의 감촉은 단단하고 매끄럽다.","しつどが　ひくい　とちで　くらす サンドパンほど　せなかの　トゲの てざわりは　かたく　なめらかになる。"
"Females are more sensitive to smells than males. While foraging, they’ll use their whiskers to check wind direction and stay downwind of predators.","Son odorat est plus développé que celui du mâle. Quand Nidoran♀ cherche à manger, il reste dans le sens du vent, qu’il détecte avec ses vibrisses.","È più sensibile agli odori rispetto ai maschi. Capta le correnti d’aria con le vibrisse e si posiziona sottovento per cercare le prede.","Sie sind geruchsempfindlicher als Nidoran♂. Auf Nahrungssuche folgen sie der Windrichtung, die sie mit ihren Tasthaaren ermitteln.","Posee un olfato más fino que los Nidoran♂. Usa los bigotes para percibir la dirección del viento y buscar comida a sotavento de sus depredadores.","수컷보다 냄새에 민감하다. 수염으로 바람의 방향을 확인하면서 흘러온 냄새로 먹이를 찾는다.","オスよりも　においに　びんかん。 ヒゲで　かざむきを　かくにんしながら かざしもで　エサを　さがすのだ。"
"The horn on its head has atrophied. It’s thought that this happens so Nidorina’s children won’t get poked while their mother is feeding them.","On pense que sa corne frontale s’est atrophiée pour lui permettre de nourrir ses petits sans les blesser.","Si pensa che il corno sulla fronte si sia atrofizzato per evitare che Nidorina punga i suoi cuccioli quando li nutre.","Man geht davon aus, dass sich das Horn auf ihrem Kopf zurückgebildet hat, damit sie ihre Jungen nicht beim Füttern verletzen.","Se cree que el cuerno de la frente se le ha atrofiado para evitar herir a sus crías al alimentarlas.","이마의 뿔은 새끼에게 먹이를 줄 때 찌르지 않도록 퇴화했다고 추측되고 있다.","ひたいの　ツノは　こどもに　エサを あたえるときに　ささらないよう たいかしたと　かんがえられている。"
"Nidoqueen is better at defense than offense. With scales like armor, this Pokémon will shield its children from any kind of attack.","Il est plus doué pour se défendre que pour attaquer. Grâce à son blindage d’écailles, il protège ses petits de toute agression.","Più abile nella difesa che nell’attacco, protegge i cuccioli da qualunque attacco grazie alla corazza di squame.","Sie sind eher defensiv als offensiv veranlagt. Mit ihren panzerartigen Schuppen schützen sie ihre Jungen vor jeglichen Angriffen.","Su defensa destaca sobre la capacidad ofensiva. Usa las escamas del cuerpo como una coraza para proteger a su prole de cualquier ataque.","공격보다는 방어가 특기다. 갑옷 같은 비늘로 어떠한 공격에도 새끼를 지킨다.","せめるよりも　まもるほうが　とくい。 よろいのような　ウロコで　いかなる こうげきからも　こどもを　まもる。"
"The horn on a male Nidoran’s forehead contains a powerful poison. This is a very cautious Pokémon, always straining its large ears.","Sa corne frontale contient un puissant poison. Les grandes oreilles de ce Pokémon très prudent sont constamment dressées.","Il corno sulla fronte è estremamente velenoso. Di indole circospetta, rizza costantemente le sue grandi orecchie.","Das Horn auf seiner Stirn enthält ein starkes Gift. Dieses Pokémon ist sehr vorsichtig und stellt seine großen Ohren stets wachsam auf.","Mantiene sus grandes orejas levantadas, siempre alerta. Si advierte peligro, ataca inoculando una potente toxina con su cuerno frontal.","이마의 뿔에는 맹독이 있다. 경계심이 강해서 커다란 귀를 늘 쫑긋 세우고 있다.","ひたいの　ツノには　もうどくがある。 けいかいしんが　つよく　おおきな みみを　つねに　そばだてている。"
"With a horn that’s harder than diamond, this Pokémon goes around shattering boulders as it searches for a moon stone.","Il erre à la recherche d’une Pierre Lune, brisant tous les rochers sur son passage avec sa corne plus solide qu’un diamant.","Vaga alla ricerca di una Pietralunare frantumando rocce con il suo corno più duro del diamante.","Auf der Suche nach einem Mondstein zerstört es Felsen mit seinem Horn, das härter ist als ein Diamant.","Dondequiera que va, parte rocas con su cuerno, más duro que un diamante, en busca de una Piedra Lunar.","다이아몬드보다 단단한 뿔로 암석을 부수며 다닌다. 달의돌을 찾고 있는 것이다.","ダイヤモンドより　かたい　ツノで がんせきを　くだいて　まわる。 つきのいしを　さがして　いるのだ。"
"When it goes on a rampage, it’s impossible to control. But in the presence of a Nidoqueen it’s lived with for a long time, Nidoking calms down.","Lorsqu’il s’énerve, il devient incontrôlable, mais il retrouve son calme face à Nidoqueen, sa compagne de longue date.","Quando si scatena non c’è modo di fermarlo, ma davanti a Nidoqueen, la sua compagna di lunga data, ritrova la calma.","Gerät es in Rage, ist es nur schwer aufzuhalten. Doch vor einem Nidoqueen, mit dem es schon viele Jahre verbracht hat, zeigt es sich friedlich.","Una vez que se desboca, no hay quien lo pare. Solo se calma ante Nidoqueen, su compañera de toda la vida.","날뛰기 시작하면 손쓸 수 없게 되지만 긴 세월 함께 지낸 니드퀸 앞에서는 온순해진다.","あばれると　てが　つけられなくなるが ながねん　つれそった　ニドクインの まえでは　おだやかな　かおに　なる。"
"It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.","On dit que ceux qui voient danser un groupe de Mélofée sous la pleine lune connaîtront un grand bonheur.","Si dice che vedere un gruppo di Clefairy ballare con la luna piena sia di ottimo auspicio.","Eine Ansammlung von Piepi bei Vollmond tanzen zu sehen, soll ein glückliches Leben verheißen.","Se dice que la felicidad llegará a quien vea un grupo de Clefairy bailando a la luz de la luna llena.","보름달 밤에 삐삐가 모여 춤을 추는 모습을 보면 행복해진다고 전해진다.","まんげつのよる　ピッピが　あつまって ダンスを　おどるようすを　みると しあわせに　なれると　いわれている。"
"A timid fairy Pokémon that is rarely seen, it will run and hide the moment it senses people.","Ce Pokémon s’apparente à une petite fée qui n’apparaît que rarement devant les humains. Il court se cacher dès qu’il ressent une présence.","Timido Pokémon Fata, molto raro a vedersi. Scappa e si nasconde non appena avverte la presenza delle persone.","Ein feenhaftes und scheues Pokémon, das sofort die Flucht ergreift, wenn es Menschen wahrnimmt.","Este Pokémon de aspecto feérico, raramente visto por los humanos, corre a esconderse en cuanto detecta que hay alguien cerca.","요정의 동료로 좀처럼 사람 앞에 나타나지 않는다. 기척을 느끼면 바로 도망가는 듯하다.","ようせいの　なかまで　めったに ひとまえに　でてこない。　けはいを かんじて　すぐ　にげてしまうようだ。"
"While young, it has six gorgeous tails. When it grows, several new tails are sprouted.","Quand il est jeune, ce Pokémon a six queues magnifiques. De nouvelles queues apparaissent tout au long de sa croissance.","Quando è giovane ha sei meravigliose code, che si moltiplicano durante la sua crescita.","In seiner Jugend hat es sechs hinreißende Schweife. Während es wächst, kommen noch weitere neue Schweife hinzu.","De pequeño, tiene seis colas de gran belleza. A medida que crece, le van saliendo más.","어리지만 6개의 꼬리가 아름답다. 성장하면 한층 꼬리 수가 늘어난다.","こどもだが　６ぽんの　しっぽが うつくしい。　せいちょうすると さらに　しっぽが　ふえる。"
"It is said to live 1,000 years, and each of its tails is loaded with supernatural powers.","On dit qu’il vit 1 000 ans et que chacune de ses queues a un pouvoir magique.","Dicono che viva un millennio. Ognuna delle sue code è dotata di un potere magico.","Man sagt, es lebe 1 000 Jahre und jedem seiner Schweife wohnen übernatürliche Kräfte inne.","Cuentan que llega a vivir hasta mil años y que cada una de las colas posee poderes sobrenaturales.","꼬리 하나하나에 신통력이 담겨 있다. 1000년을 산다고 한다.","しっぽの　いっぽん　いっぽんに じんつうりきが　こめられている。 １０００ねん　いきると　いわれる。"
