en,fr,it,de,es,ko,kana
"Geodude that have lived a long life have had all their edges smoothed out until they’re totally round. They also have a calm, quiet disposition.","Les aspérités de Racaillou s’adoucissent au fil des années, tout comme sa personnalité. Il devient tout lisse, tout rond, et tout calme.","Col passare degli anni le asperità del suo corpo vengono levigate, rendendolo perfettamente rotondo, e il suo carattere si fa più tranquillo.","Mit dem Alter verliert es zunehmend seine Kantigkeit, bis es vollkommen rund und auch charakterlich immer ausgeglichener wird.","Con la edad, su temperamento se amansa y su cuerpo se va alisando hasta adquirir una forma completamente redonda.",오래 산 꼬마돌은 모가 없이 동그랗다. 성격도 매우 차분하고 온화하다.,ながく　いきた　イシツブテは　かどが とれて　まんまる。　せいかくも　とても おちついていて　おだやか　なのだ。
"It climbs up cliffs as it heads toward the peak of a mountain. As soon as it reaches the summit, it rolls back down the way it came.","Il escalade les falaises pour en atteindre les sommets. Une fois tout en haut, il se laisse rouler par le chemin d’où il est arrivé.","Scala le pareti scoscese delle montagne e, una volta raggiunta la vetta, rotola giù lungo lo stesso percorso.","Es klettert Berghänge bis zum Gipfel empor. Einmal oben angekommen, rollt es über den Bergpfad sogleich wieder hinunter.","Escala los riscos de las montañas y, una vez alcanzada la cima, desciende rodando por los senderos.",정상을 목표로 절벽을 오른다. 정상에 도착하면 곧바로 올라온 산길을 굴러 내려간다.,がけを　のぼり　さんちょうを　めざす。 てっぺんに　つくなり　すぐに　きた やまみちを　ころがり　おちていく。
"When Golem grow old, they stop shedding their shells. Those that have lived a long, long time have shells green with moss.","Lorsqu’il arrive à un âge avancé, il arrête de muer. Un Grolem ayant vécu très longtemps est recouvert de mousse verte.","Quando invecchia, non fa più la muta. Il guscio dei Golem molto anziani si ricopre di muschio tingendosi di verde.","Im Alter hört es auf, sich zu häuten. Der Panzer betagter Geowaz ist mit dichtem, grünem Moos bewachsen.","A medida que envejece, pierde la facultad de mudar la piel. Se han observado ejemplares de edad avanzada totalmente cubiertos de musgo.",나이가 들면 탈피를 하지 않는다. 긴 세월을 산 딱구리의 껍질은 이끼가 끼어 초록색이다.,としおいると　だっぴ　しなくなる。 ながくながく　いきた　ゴローニャの カラは　こけむしていて　みどりだ。
"It can’t run properly when it’s newly born. As it races around with others of its kind, its legs grow stronger.","À la naissance, il ne court pas très vite. C’est en faisant la course avec ses camarades qu’il se muscle les jambes.","Appena nato non è un buon corridore, ma col tempo irrobustisce le sue zampe rincorrendo i suoi simili.","Nach der Geburt fällt ihm das Laufen schwer. Die Wettrennen, die es sich mit seinen Freunden liefert, stärken jedoch seine Beinmuskulatur.","Al nacer es un poco lento, pero va fortaleciendo las patas paulatinamente al disputar carreras con sus congéneres.",갓 태어났을 때는 달리는 것이 서툴다. 동료와 달리기 경주를 하는 사이에 하반신이 튼튼하게 성장한다.,うまれたばかりは　はしるのが　へた。 なかまと　かけっこを　するうちに あしこしが　つよく　そだっていく。
"This Pokémon can be seen galloping through fields at speeds of up to 150 mph, its fiery mane fluttering in the wind.","Ce Pokémon traverse les plaines à plus de 240 km/h, sa crinière flamboyante flottant au vent.","Sfreccia nelle praterie a una velocità di 240 km/h, facendo sventolare la sua criniera ardente.","Die lodernde Mähne dieses Pokémon flattert im Wind, wenn es mit einer Geschwindigkeit von 240 km/h über Felder und Wiesen galoppiert.",Su ardiente crin ondea al viento mientras atraviesa extensas praderas a una velocidad de 240 km/h.,불타는 갈기를 휘날리며 시속 240km의 속도로 넓은 초원을 달려나간다.,もえる　たてがみを　はためかせ じそく　２４０キロの　そくどで だいそうげんを　かけぬけるのだ。
"Slow-witted and oblivious, this Pokémon won’t feel any pain if its tail gets eaten. It won’t notice when its tail grows back, either.",Il est si bête et si lent qu’il n’a pas mal lorsqu’on mange un morceau de sa queue. Il ne remarque même pas quand elle repousse.,"Poco sveglio e privo di intuito. Se gli mangiano la coda non sente alcun dolore, e non si accorge nemmeno quando gli ricresce.","Es ist so träge und unempfindlich, dass es keinen Schmerz verspürt, wenn seine Rute gegessen wird. Es bemerkt nicht einmal, dass sie nachwächst.","Es lento y abstraído. Aunque le devoren la cola, ni siquiera se percata, ya que no siente ningún dolor. Tampoco nota cuando le vuelve a crecer.",멍청하고 둔감하다. 꼬리를 먹혀도 아픔을 느끼지 못하고 꼬리가 다시 자라도 눈치채지 못한다.,まぬけで　どんかん。　しっぽを たべられても　いたみを　かんじないし　 はえかわったことにも　きづかない。
Slowpoke became Slowbro when a Shellder bit on to its tail. Sweet flavors seeping from the tail make the Shellder feel as if its life is a dream.,Il a évolué après qu’un Kokiyas lui a mordu la queue. Celle-ci sécrète une substance sucrée qui enchante particulièrement les Kokiyas.,Si è evoluto in seguito al morso di uno Shellder. Gli Shellder sono inebriati dalla dolce linfa secreta dalla coda.,"Es entwickelte sich, als ein Muschas in seine Rute biss. Das süße Aroma, das aus der Rute strömt, hat Muschas in eine Art Trance versetzt.","Ha evolucionado después de que lo mordiera un Shellder, al cual le embelesa la sustancia que secreta por la cola.",셀러에게 꼬리를 물려서 진화했다. 셀러는 꼬리에서 배어 나오는 단맛에 황홀한 기분이다.,シェルダーに　しっぽを　かまれて しんか。　シェルダーは　しっぽから にじみでる　あまみに　ゆめごこちだ。
Slowpoke became Slowbro when a Shellder bit on to its tail. Sweet flavors seeping from the tail make the Shellder feel as if its life is a dream.,Il a évolué après qu’un Kokiyas lui a mordu la queue. Celle-ci sécrète une substance sucrée qui enchante particulièrement les Kokiyas.,Si è evoluto in seguito al morso di uno Shellder. Gli Shellder sono inebriati dalla dolce linfa secreta dalla coda.,"Es entwickelte sich, als ein Muschas in seine Rute biss. Das süße Aroma, das aus der Rute strömt, hat Muschas in eine Art Trance versetzt.","Ha evolucionado después de que lo mordiera un Shellder, al cual le embelesa la sustancia que secreta por la cola.",셀러에게 꼬리를 물려서 진화했다. 셀러는 꼬리에서 배어 나오는 단맛에 황홀한 기분이다.,シェルダーに　しっぽを　かまれて しんか。　シェルダーは　しっぽから にじみでる　あまみに　ゆめごこちだ。
"The stalk this Pokémon carries in its wings serves as a sword to cut down opponents. In a dire situation, the stalk can also serve as food.","Il tranche ses adversaires avec sa tige, qu’il manie comme une épée. Quand la situation l’exige, il s’en nourrit.","Colpisce gli avversari con un gambo, che brandisce con l’ala come se fosse una spada. In caso di necessità, può anche mangiarselo.","Unter seinem Flügel trägt es eine Lauchstange, die es wie ein Schwert gegen Feinde einsetzt und welche ihm im Bedarfsfall auch als Nahrung dient.","Blande el puerro que sujeta con un ala como si se tratase de una espada para rebanar a su rival. En caso de necesidad, se lo come para nutrirse.",날개로 쥐고 있는 파 줄기를 칼처럼 휘둘러 상대를 베어버린다. 몹시 허기질 때는 먹기도 한다.,はねで　もつ　クキを　かたなのように あやつり　てきを　きりすてる。 いざと　いうときは　エサに　する。
"It was born from sludge on the ocean floor. In a sterile environment, the germs within its body can’t multiply, and it dies.","Il est né de la vase polluée des fonds marins. Dans les lieux trop propres, sa flore bactérienne ne peut pas proliférer et il dépérit.",Proviene dal fango dei fondali marini. Non può sopravvivere in ambienti puliti perché i batteri nel suo corpo non riescono a moltiplicarsi.,Sleima ist aus dem Schlamm am Meeresgrund entstanden. An sterilen Orten kann es seine Bakterien nicht kultivieren und stirbt.,"Surgió del limo oceánico. En hábitats impolutos, los gérmenes de su cuerpo no pueden medrar y termina falleciendo.",바다 밑의 진흙에서 태어났다. 청결한 장소에서는 체내의 세균이 증식되지 않아 죽어 버린다.,かいていの　ヘドロから　うまれた。 せいけつな　ばしょでは　たいないの ばいきんが　ふやせず　しんでしまう。
"Their food sources have decreased, and their numbers have declined sharply. Sludge ponds are being built to prevent their extinction.","Faute de nourriture, la population de Grotadmorv diminue rapidement. Pour éviter son extinction, des étangs de fange artificiels ont été creusés.","Il loro numero è calato drasticamente a causa della mancanza di cibo. Per evitarne l’estinzione, sono state create pozze di liquami artificiali.","Aufgrund von Futtermangel sieht man es immer seltener. Um es vom Aussterben zu bewahren, werden nun künstliche Schlammteiche angelegt.","Su número ha disminuido por falta de sustento, por lo que se han creado estanques de lodo artificiales para salvarlo de la extinción.",먹이가 줄어들어 개체 수가 격감했다. 멸종을 방지하기 위해  인공 진흙 연못을 만들기 시작했다.,エサが　へって　かずも　げきげん。 ぜつめつを　ふせぐため　じんこうの ヘドロいけが　つくられはじめた。
